doc_type;invo_type;doc_number;product_id;invoice_date;invoice_due_date;qty;description;business_id;business_name;business_phone;business_email;business_address;business_country;client_id;first_name;last_name;email;client_address;client_country;currency;subtotal;iva;iva2;taxes;taxes2;other;discount;amount;payment_type;payment_method
Entrante;Orden Servicios;63532883;129;20/09/1996;20/09/1996;7;servicios profesionales;888-545474;Pathologist;40824145;email@example.com;North Aaron;usa;0;Michael Harris;Rachel Rodriguez;sarageorge@example.org;944 Sanders Coves Suite 040;USA;usd;19,02;0;0;0;0;0;0;19,02;credito;banco
Entrante;Orden Servicios;87741780;186;18/04/1999;18/04/1999;8;servicios profesionales;888-545474;Waste management officer;40824145;email@example.com;South Charlesstad;usa;0;Adam Lewis;Thomas Lopez;cortezjose@example.net;01631 Michelle Pass Apt. 891;USA;usd;51,23;0;0;0;0;0;0;51,23;credito;banco
Entrante;Orden Servicios;77123602;157;24/06/1986;24/06/1986;8;servicios profesionales;888-545474;Chief Strategy Officer;40824145;email@example.com;Gardnerchester;usa;0;Jeffrey Johns;Jacob Huynh;malloryrodriguez@example.net;084 Holmes Haven Apt. 516;USA;usd;92,9;0;0;0;0;0;0;92,9;credito;banco
Entrante;Orden Servicios;34620083;101;15/11/1988;15/11/1988;4;servicios profesionales;888-545474;Teacher, early years/pre;40824145;email@example.com;Port Michael;usa;0;Christopher Smith;Aaron Ewing;keith50@example.com;569 Alex Unions Apt. 493;USA;usd;58,51;0;0;0;0;0;0;58,51;credito;banco
Entrante;Orden Servicios;3162064;189;14/02/2000;14/02/2000;1;servicios profesionales;888-545474;Scientist, biomedical;40824145;email@example.com;Port Justin;usa;0;Danielle Jimenez;Linda White;mariaevans@example.com;431 Bobby Lodge Suite 276;USA;usd;67,79;0;0;0;0;0;0;67,79;credito;banco
Entrante;Orden Servicios;53824844;107;19/02/1970;19/02/1970;9;servicios profesionales;888-545474;Hydrogeologist;40824145;email@example.com;Harrisfort;usa;0;Barbara Salas;Kendra Wells;jessicamorse@example.net;09014 Brandon Stream Apt. 167;USA;usd;93,69;0;0;0;0;0;0;93,69;credito;banco
Entrante;Orden Servicios;9024663;179;09/11/1971;09/11/1971;6;servicios profesionales;888-545474;IT consultant;40824145;email@example.com;Brownshire;usa;0;Timothy Pearson;Spencer Anthony;icunningham@example.org;3732 Gibbs Ports Apt. 640;USA;usd;14,93;0;0;0;0;0;0;14,93;credito;banco
Entrante;Orden Servicios;30040625;191;03/07/2012;03/07/2012;4;servicios profesionales;888-545474;Administrator, local government;40824145;email@example.com;Port Beverly;usa;0;Marie Williams;Jeffrey Ingram;ibailey@example.org;57967 Susan Summit;USA;usd;22,56;0;0;0;0;0;0;22,56;credito;banco
Entrante;Orden Servicios;94348293;107;09/08/1992;09/08/1992;9;servicios profesionales;888-545474;Geoscientist;40824145;email@example.com;Port Johnmouth;usa;0;Donald Johnston;Maria Yang;irojas@example.net;7114 Stevenson Island;USA;usd;89,36;0;0;0;0;0;0;89,36;credito;banco
Entrante;Orden Servicios;97643999;107;01/02/2015;01/02/2015;9;servicios profesionales;888-545474;Careers information officer;40824145;email@example.com;Port David;usa;0;Megan Russell;Stacy Silva;sgallagher@example.net;1566 Mathews Divide Apt. 610;USA;usd;48,04;0;0;0;0;0;0;48,04;credito;banco
Entrante;Orden Servicios;79188753;184;01/12/1981;01/12/1981;2;servicios profesionales;888-545474;Engineer, manufacturing;40824145;email@example.com;Johnsonfurt;usa;0;James Bradley;Angela Edwards;kelly50@example.com;015 Samantha Mountains Apt. 503;USA;usd;24,55;0;0;0;0;0;0;24,55;credito;banco
Entrante;Orden Servicios;62285872;100;15/01/2007;15/01/2007;9;servicios profesionales;888-545474;Engineer, control and instrumentation;40824145;email@example.com;Port Duaneview;usa;0;Dawn Thomas;Willie Jackson;andrew88@example.org;22938 Chen Forest;USA;usd;92;0;0;0;0;0;0;92;credito;banco
Entrante;Orden Servicios;48443616;112;03/03/1979;03/03/1979;1;servicios profesionales;888-545474;Occupational psychologist;40824145;email@example.com;Thompsonton;usa;0;Jonathan Smith;Sarah Bender;michaelguzman@example.com;362 Garcia Trail Apt. 831;USA;usd;87,4;0;0;0;0;0;0;87,4;credito;banco
Entrante;Orden Servicios;37936822;137;27/05/2005;27/05/2005;9;servicios profesionales;888-545474;Research officer, political party;40824145;email@example.com;East Billside;usa;0;Danny Taylor MD;Tim Robinson;mfarmer@example.org;150 Goodwin Creek Apt. 413;USA;usd;99,44;0;0;0;0;0;0;99,44;credito;banco
Entrante;Orden Servicios;81329441;149;27/02/1984;27/02/1984;5;servicios profesionales;888-545474;Broadcast presenter;40824145;email@example.com;New Keithhaven;usa;0;Adam Fowler;Anna Turner;meyerlori@example.org;9445 Patricia Court Apt. 166;USA;usd;94,26;0;0;0;0;0;0;94,26;credito;banco
Entrante;Orden Servicios;82533823;190;26/01/1986;26/01/1986;9;servicios profesionales;888-545474;Sub;40824145;email@example.com;Colemanland;usa;0;Kimberly Nelson;Margaret Perez;carolinecastillo@example.net;1184 Woods Mountains;USA;usd;8,26;0;0;0;0;0;0;8,26;credito;banco
Entrante;Orden Servicios;97948452;146;27/03/1973;27/03/1973;7;servicios profesionales;888-545474;Learning mentor;40824145;email@example.com;Lake Brianmouth;usa;0;Meredith Mueller PhD;Alexandra Castillo;dhicks@example.com;5691 Rogers Park Apt. 440;USA;usd;53,96;0;0;0;0;0;0;53,96;credito;banco
Entrante;Orden Servicios;73865797;182;13/04/1976;13/04/1976;8;servicios profesionales;888-545474;Horticulturist, commercial;40824145;email@example.com;North Hayden;usa;0;Nancy Smith;Benjamin Chapman;john57@example.org;27893 Bennett Ports Suite 498;USA;usd;84,35;0;0;0;0;0;0;84,35;credito;banco
Entrante;Orden Servicios;84595270;100;04/10/1983;04/10/1983;3;servicios profesionales;888-545474;Clinical embryologist;40824145;email@example.com;Riveraview;usa;0;Kyle Diaz;Gregory Silva;karenjackson@example.org;53106 Ayala Glen Suite 570;USA;usd;10,43;0;0;0;0;0;0;10,43;credito;banco
Entrante;Orden Servicios;31261579;192;03/03/1986;03/03/1986;6;servicios profesionales;888-545474;Health and safety adviser;40824145;email@example.com;East Timothyborough;usa;0;Kathleen Hayes;Sara Jones;kfischer@example.net;036 Kevin Plaza;USA;usd;57,11;0;0;0;0;0;0;57,11;credito;banco
Entrante;Orden Servicios;85476639;126;10/12/1991;10/12/1991;7;servicios profesionales;888-545474;Environmental manager;40824145;email@example.com;Nguyenbury;usa;0;Philip Williams;Mr. Robert Molina;vprice@example.com;58152 Cruz Key;USA;usd;74,12;0;0;0;0;0;0;74,12;credito;banco
Entrante;Orden Servicios;49410907;141;16/06/1997;16/06/1997;6;servicios profesionales;888-545474;Clinical embryologist;40824145;email@example.com;Kington;usa;0;Lori Farmer;Calvin Smith;jesselucero@example.com;87568 Hawkins Garden Apt. 278;USA;usd;34,14;0;0;0;0;0;0;34,14;credito;banco
Entrante;Orden Servicios;88406893;153;19/08/2012;19/08/2012;3;servicios profesionales;888-545474;Chief Operating Officer;40824145;email@example.com;South Johnstad;usa;0;Rebecca Morales;Hannah Wright;jay96@example.net;8246 Moses Ranch;USA;usd;68,73;0;0;0;0;0;0;68,73;credito;banco
Entrante;Orden Servicios;71921242;149;06/08/1991;06/08/1991;4;servicios profesionales;888-545474;Journalist, newspaper;40824145;email@example.com;Josephstad;usa;0;Mr. Derek Delgado;Benjamin White;earnold@example.net;83431 Justin Skyway;USA;usd;28,86;0;0;0;0;0;0;28,86;credito;banco
Entrante;Orden Servicios;66733751;154;07/09/1977;07/09/1977;1;servicios profesionales;888-545474;Optometrist;40824145;email@example.com;Port Melanieport;usa;0;Kelly Williams MD;Bryan Campbell;smithpaula@example.net;70059 Bethany Port Suite 330;USA;usd;18,44;0;0;0;0;0;0;18,44;credito;banco
Entrante;Orden Servicios;43500710;161;08/02/1992;08/02/1992;3;servicios profesionales;888-545474;Geoscientist;40824145;email@example.com;East Heather;usa;0;Alfred Smith;Karen Obrien;joel69@example.com;708 Anderson Views;USA;usd;75,14;0;0;0;0;0;0;75,14;credito;banco
Entrante;Orden Servicios;56140392;124;19/09/2012;19/09/2012;8;servicios profesionales;888-545474;Arts development officer;40824145;email@example.com;East Caitlin;usa;0;Joel Johnson;Melissa Brady;patrick07@example.org;5555 Michelle Crescent;USA;usd;92,01;0;0;0;0;0;0;92,01;credito;banco
Entrante;Orden Servicios;15387;146;07/04/1972;07/04/1972;5;servicios profesionales;888-545474;Biochemist, clinical;40824145;email@example.com;Port Zoe;usa;0;Jasmine Moore;Jose Thompson;charlottebennett@example.org;55445 Bender Meadows Suite 067;USA;usd;93,51;0;0;0;0;0;0;93,51;credito;banco
Entrante;Orden Servicios;63593297;121;08/04/1978;08/04/1978;1;servicios profesionales;888-545474;Applications developer;40824145;email@example.com;Lake Jenniferborough;usa;0;Jennifer Garcia;Allison Villanueva;marvin04@example.net;444 Christopher Brook;USA;usd;90,42;0;0;0;0;0;0;90,42;credito;banco
Entrante;Orden Servicios;96028506;146;07/11/2009;07/11/2009;8;servicios profesionales;888-545474;Public relations officer;40824145;email@example.com;New Andrew;usa;0;Brandon Martinez;Joseph Clark;carolyncarlson@example.net;0112 Beverly Island Apt. 295;USA;usd;27,4;0;0;0;0;0;0;27,4;credito;banco
Entrante;Orden Servicios;30686434;158;28/03/2016;28/03/2016;1;servicios profesionales;888-545474;Secretary/administrator;40824145;email@example.com;South Elizabeth;usa;0;Desiree Sullivan;Brittney Garner;martincampbell@example.net;055 Butler Court;USA;usd;36,44;0;0;0;0;0;0;36,44;credito;banco
Entrante;Orden Servicios;9873544;105;16/05/1994;16/05/1994;3;servicios profesionales;888-545474;Librarian, public;40824145;email@example.com;West Marytown;usa;0;Robert Smith;Tammie Moore;kirk45@example.com;20558 Payne Forge;USA;usd;75,65;0;0;0;0;0;0;75,65;credito;banco
Entrante;Orden Servicios;6380564;159;10/12/1979;10/12/1979;9;servicios profesionales;888-545474;Programmer, applications;40824145;email@example.com;Richardsonland;usa;0;Kyle Harrison;Amanda Bush;kmorales@example.net;93780 Shah Port Apt. 594;USA;usd;85,7;0;0;0;0;0;0;85,7;credito;banco
Entrante;Orden Servicios;11585398;137;06/03/2006;06/03/2006;2;servicios profesionales;888-545474;Production engineer;40824145;email@example.com;Haynesstad;usa;0;Nicholas Shaw;Vincent Richardson;bkaufman@example.org;449 Salazar Mall Apt. 827;USA;usd;96,29;0;0;0;0;0;0;96,29;credito;banco
Entrante;Orden Servicios;69323232;122;15/09/2001;15/09/2001;1;servicios profesionales;888-545474;Engineer, chemical;40824145;email@example.com;Ashleyside;usa;0;William Cardenas DVM;Madison Allen;zmorris@example.org;156 Robert Road;USA;usd;31,67;0;0;0;0;0;0;31,67;credito;banco
Entrante;Orden Servicios;69231933;192;30/11/1975;30/11/1975;6;servicios profesionales;888-545474;Veterinary surgeon;40824145;email@example.com;Jaredview;usa;0;Samantha Curry;David Morris;laurenbailey@example.net;022 James Heights Apt. 797;USA;usd;38,34;0;0;0;0;0;0;38,34;credito;banco
Entrante;Orden Servicios;46262318;145;15/07/1989;15/07/1989;9;servicios profesionales;888-545474;Theatre stage manager;40824145;email@example.com;Sosashire;usa;0;Andrew Garcia;Taylor Thomas;pmichael@example.net;5238 Melissa Walk Suite 573;USA;usd;60,55;0;0;0;0;0;0;60,55;credito;banco
Entrante;Orden Servicios;87533569;101;14/03/1986;14/03/1986;2;servicios profesionales;888-545474;Conservation officer, historic buildings;40824145;email@example.com;Schultzshire;usa;0;Angela Lane;Rachel Keller;amays@example.net;893 Gregory Stream Suite 399;USA;usd;7,69;0;0;0;0;0;0;7,69;credito;banco
Entrante;Orden Servicios;45949913;199;08/03/2003;08/03/2003;1;servicios profesionales;888-545474;Press sub;40824145;email@example.com;Stevensonhaven;usa;0;Heather Anderson;Michael Campbell;elizabethbarrera@example.org;1074 Connor Lane;USA;usd;8,96;0;0;0;0;0;0;8,96;credito;banco
Entrante;Orden Servicios;41936245;135;15/03/2000;15/03/2000;6;servicios profesionales;888-545474;Engineer, structural;40824145;email@example.com;Josephfurt;usa;0;Miss Holly Wells;Daniel Bernard;mcleandylan@example.com;3553 Kathryn Greens Apt. 828;USA;usd;25,35;0;0;0;0;0;0;25,35;credito;banco
Entrante;Orden Servicios;34770771;180;27/12/1985;27/12/1985;6;servicios profesionales;888-545474;Administrator, sports;40824145;email@example.com;Whiteview;usa;0;Maurice Newton;Scott Pham;rachel68@example.org;46437 Anthony Mountains Apt. 555;USA;usd;93,37;0;0;0;0;0;0;93,37;credito;banco
Entrante;Orden Servicios;83830273;139;23/05/2016;23/05/2016;1;servicios profesionales;888-545474;Jewellery designer;40824145;email@example.com;Danielville;usa;0;Jason Dunn;Dr. Michelle Baldwin DDS;chuerta@example.com;1769 Johnson Burgs;USA;usd;81,43;0;0;0;0;0;0;81,43;credito;banco
Entrante;Orden Servicios;86253703;108;04/04/1990;04/04/1990;2;servicios profesionales;888-545474;Engineer, manufacturing systems;40824145;email@example.com;Vasqueztown;usa;0;Melissa Perez;Christopher Acosta;shaun92@example.org;9916 Karla Mews;USA;usd;65,96;0;0;0;0;0;0;65,96;credito;banco
Entrante;Orden Servicios;27621271;172;30/08/1976;30/08/1976;8;servicios profesionales;888-545474;Financial trader;40824145;email@example.com;Romeroport;usa;0;William Chambers;Jessica Vaughn;kmckinney@example.net;711 Clark Locks Suite 230;USA;usd;57,48;0;0;0;0;0;0;57,48;credito;banco
Entrante;Orden Servicios;47939394;190;09/02/1974;09/02/1974;4;servicios profesionales;888-545474;Landscape architect;40824145;email@example.com;Ashleyborough;usa;0;Barbara Williams;Jason Blair;hthornton@example.net;953 Scott Plains Apt. 860;USA;usd;65,2;0;0;0;0;0;0;65,2;credito;banco
Entrante;Orden Servicios;34335116;199;11/07/1986;11/07/1986;7;servicios profesionales;888-545474;Development worker, international aid;40824145;email@example.com;Lake Garymouth;usa;0;John Garcia;Kelly Gilbert;jason82@example.org;55570 Ruben Trace;USA;usd;18,24;0;0;0;0;0;0;18,24;credito;banco
Entrante;Orden Servicios;2372044;188;19/06/1997;19/06/1997;6;servicios profesionales;888-545474;Location manager;40824145;email@example.com;East Jessicafort;usa;0;William Stafford;Kathleen Wallace;nhoffman@example.net;1644 Olson Shoals;USA;usd;23,36;0;0;0;0;0;0;23,36;credito;banco
Entrante;Orden Servicios;34558768;158;26/11/2016;26/11/2016;5;servicios profesionales;888-545474;Solicitor;40824145;email@example.com;Smithhaven;usa;0;Donald Turner;Ryan Cox;heidi37@example.org;8520 Lindsay Way;USA;usd;22,62;0;0;0;0;0;0;22,62;credito;banco
Entrante;Orden Servicios;9723788;185;26/09/1977;26/09/1977;9;servicios profesionales;888-545474;Engineer, technical sales;40824145;email@example.com;Lake Johnburgh;usa;0;Brandi Wilson;Cynthia Humphrey;nunezmark@example.org;062 Mcintosh Alley;USA;usd;59,81;0;0;0;0;0;0;59,81;credito;banco
Entrante;Orden Servicios;24205146;133;29/07/1986;29/07/1986;3;servicios profesionales;888-545474;Senior tax professional/tax inspector;40824145;email@example.com;New Oscarstad;usa;0;Jaclyn Winters;David Ross;yolanda53@example.com;0708 Dawn Spring Suite 810;USA;usd;54,4;0;0;0;0;0;0;54,4;credito;banco
Entrante;Orden Servicios;92977020;191;29/01/2010;29/01/2010;2;servicios profesionales;888-545474;Musician;40824145;email@example.com;Davishaven;usa;0;Alex Gutierrez;Angela Hubbard;ashley68@example.net;32351 Martin Key;USA;usd;28,97;0;0;0;0;0;0;28,97;credito;banco
Entrante;Orden Servicios;27777169;178;20/03/1998;20/03/1998;1;servicios profesionales;888-545474;Audiological scientist;40824145;email@example.com;Ricestad;usa;0;Daniel Sherman;Sarah Small;qreid@example.com;569 Smith Stravenue Suite 601;USA;usd;9,23;0;0;0;0;0;0;9,23;credito;banco
Entrante;Orden Servicios;6132293;175;03/10/2021;03/10/2021;8;servicios profesionales;888-545474;Television production assistant;40824145;email@example.com;East William;usa;0;Anthony Harris;Michael Jones;vtaylor@example.com;7502 Ronald Falls Suite 848;USA;usd;32,19;0;0;0;0;0;0;32,19;credito;banco
Entrante;Orden Servicios;20352738;147;09/05/2008;09/05/2008;4;servicios profesionales;888-545474;Logistics and distribution manager;40824145;email@example.com;North Jason;usa;0;Michael Bird;Melissa Blanchard;robinsontara@example.net;1038 Amanda Highway;USA;usd;83,29;0;0;0;0;0;0;83,29;credito;banco
Entrante;Orden Servicios;34361429;178;11/08/1981;11/08/1981;9;servicios profesionales;888-545474;Psychologist, forensic;40824145;email@example.com;Lambertstad;usa;0;Rebecca Lynch;Tommy Webb;brittany29@example.net;11792 Mindy Shore;USA;usd;27,01;0;0;0;0;0;0;27,01;credito;banco
Entrante;Orden Servicios;50025053;166;21/02/1991;21/02/1991;1;servicios profesionales;888-545474;Clinical embryologist;40824145;email@example.com;Triciafort;usa;0;Cynthia Chang;Jared Forbes;michaelbennett@example.org;092 Hart Estate Suite 528;USA;usd;36,62;0;0;0;0;0;0;36,62;credito;banco
Entrante;Orden Servicios;80074694;114;28/06/1972;28/06/1972;5;servicios profesionales;888-545474;Seismic interpreter;40824145;email@example.com;Lake Chelsea;usa;0;Valerie Johnson;John White;christopher95@example.com;106 William Centers;USA;usd;15,98;0;0;0;0;0;0;15,98;credito;banco
Entrante;Orden Servicios;83774843;119;27/03/2000;27/03/2000;4;servicios profesionales;888-545474;Exercise physiologist;40824145;email@example.com;East Richard;usa;0;Mrs. Cindy Francis;Colleen Johnson;joyce76@example.net;49491 Wise Island Suite 393;USA;usd;65,09;0;0;0;0;0;0;65,09;credito;banco
Entrante;Orden Servicios;68776909;143;30/12/2013;30/12/2013;8;servicios profesionales;888-545474;Sports coach;40824145;email@example.com;New Carolynborough;usa;0;Casey Rose;Sean Bowers;strongkathryn@example.org;829 Chavez Valley Apt. 207;USA;usd;68,46;0;0;0;0;0;0;68,46;credito;banco
Entrante;Orden Servicios;4609834;103;29/09/2003;29/09/2003;2;servicios profesionales;888-545474;Advertising copywriter;40824145;email@example.com;Kevinchester;usa;0;Brianna Williams;Olivia Smith;nellis@example.org;601 Martinez Valley Apt. 406;USA;usd;58,34;0;0;0;0;0;0;58,34;credito;banco
Entrante;Orden Servicios;37940690;151;22/02/1980;22/02/1980;9;servicios profesionales;888-545474;Surveyor, building control;40824145;email@example.com;Alyssashire;usa;0;Chelsea Cobb;Amanda Medina;zmerritt@example.net;770 Rodriguez Cove;USA;usd;10,96;0;0;0;0;0;0;10,96;credito;banco
Entrante;Orden Servicios;39003201;193;07/06/1981;07/06/1981;4;servicios profesionales;888-545474;Garment/textile technologist;40824145;email@example.com;South Tonyfort;usa;0;Shannon Shelton;Mark Hays;rtapia@example.com;7006 Jackson Run Apt. 700;USA;usd;56,54;0;0;0;0;0;0;56,54;credito;banco
Entrante;Orden Servicios;19834580;127;29/08/2017;29/08/2017;9;servicios profesionales;888-545474;Nurse, mental health;40824145;email@example.com;Latashaland;usa;0;Richard Curry;Eric Cisneros;johnstontara@example.org;305 Jessica Mount Suite 789;USA;usd;70,98;0;0;0;0;0;0;70,98;credito;banco
Entrante;Orden Servicios;10640999;140;02/12/1994;02/12/1994;3;servicios profesionales;888-545474;Therapist, occupational;40824145;email@example.com;New Jasonview;usa;0;Rebecca Larson;Nicholas Flowers;wcurtis@example.com;92649 Alexander Spur;USA;usd;7,99;0;0;0;0;0;0;7,99;credito;banco
Entrante;Orden Servicios;68083038;165;05/06/2003;05/06/2003;1;servicios profesionales;888-545474;Pensions consultant;40824145;email@example.com;Lake Veronica;usa;0;Dr. Seth Reid II;Kelly Vasquez;pcohen@example.net;41531 Gregory Coves;USA;usd;98,46;0;0;0;0;0;0;98,46;credito;banco
Entrante;Orden Servicios;92633377;195;02/05/1997;02/05/1997;8;servicios profesionales;888-545474;Dentist;40824145;email@example.com;New Phyllis;usa;0;John Moody;Randy Martinez;ginagraham@example.org;114 Evans Trafficway;USA;usd;9,44;0;0;0;0;0;0;9,44;credito;banco
Entrante;Orden Servicios;64870120;199;30/10/1973;30/10/1973;6;servicios profesionales;888-545474;Electronics engineer;40824145;email@example.com;East William;usa;0;Darrell Johnson;Evelyn Blackburn;bmcguire@example.org;9853 Flowers Haven Apt. 754;USA;usd;57,48;0;0;0;0;0;0;57,48;credito;banco
Entrante;Orden Servicios;54147607;138;26/04/1981;26/04/1981;8;servicios profesionales;888-545474;Structural engineer;40824145;email@example.com;Jonborough;usa;0;Wendy Weber;Michael Campos;melissagarcia@example.org;50796 James Avenue;USA;usd;70,45;0;0;0;0;0;0;70,45;credito;banco
Entrante;Orden Servicios;19000688;140;09/05/1975;09/05/1975;6;servicios profesionales;888-545474;Production assistant, television;40824145;email@example.com;Port Morganstad;usa;0;Jasmin Bradford;Nicole Hahn;robertford@example.com;78789 Robinson Street Apt. 988;USA;usd;48,58;0;0;0;0;0;0;48,58;credito;banco
Entrante;Orden Servicios;97901402;123;21/02/1999;21/02/1999;1;servicios profesionales;888-545474;Chartered legal executive (England and Wales);40824145;email@example.com;Cunninghamport;usa;0;Calvin Perry;Emily Johnson;robrien@example.com;655 Cole Road;USA;usd;8,99;0;0;0;0;0;0;8,99;credito;banco
Entrante;Orden Servicios;32328288;126;23/12/1995;23/12/1995;3;servicios profesionales;888-545474;Special effects artist;40824145;email@example.com;South Gabriel;usa;0;Jordan Hernandez;Tammy Stone;vrasmussen@example.org;89704 Roberson Cape Suite 398;USA;usd;78,16;0;0;0;0;0;0;78,16;credito;banco
Entrante;Orden Servicios;5795246;185;23/08/1995;23/08/1995;2;servicios profesionales;888-545474;Accountant, chartered public finance;40824145;email@example.com;South Michaelland;usa;0;Anita Smith;Jerome Foster;wilsonpatrick@example.net;183 Clark Rest Suite 766;USA;usd;26,73;0;0;0;0;0;0;26,73;credito;banco
Entrante;Orden Servicios;3599495;102;15/06/1989;15/06/1989;5;servicios profesionales;888-545474;Landscape architect;40824145;email@example.com;South Ryanbury;usa;0;Wendy West;Curtis Taylor;snyderjulie@example.org;58074 Alexandra Fort Apt. 723;USA;usd;82,2;0;0;0;0;0;0;82,2;credito;banco
Entrante;Orden Servicios;12452873;132;02/10/1989;02/10/1989;2;servicios profesionales;888-545474;Housing manager/officer;40824145;email@example.com;Bradleyberg;usa;0;Tristan Banks MD;Tony Kim;stuartpaul@example.com;768 Elizabeth Fields Apt. 259;USA;usd;96,65;0;0;0;0;0;0;96,65;credito;banco
Entrante;Orden Servicios;87476361;104;25/04/2013;25/04/2013;3;servicios profesionales;888-545474;Make;40824145;email@example.com;East Haileymouth;usa;0;Donna Barr;Danny Ford;tracey20@example.net;45991 Welch Loaf Apt. 419;USA;usd;44,29;0;0;0;0;0;0;44,29;credito;banco
Entrante;Orden Servicios;85975170;159;08/11/1995;08/11/1995;3;servicios profesionales;888-545474;Geologist, wellsite;40824145;email@example.com;Troyberg;usa;0;Jerry Holmes;Tina Pacheco;davisadam@example.com;9305 Catherine Place;USA;usd;21,46;0;0;0;0;0;0;21,46;credito;banco
Entrante;Orden Servicios;45301261;189;09/05/1993;09/05/1993;4;servicios profesionales;888-545474;Consulting civil engineer;40824145;email@example.com;North Jason;usa;0;Elizabeth Stevenson;Brandon Oneill;elizabethterry@example.org;1238 Bentley Lake;USA;usd;84,47;0;0;0;0;0;0;84,47;credito;banco
Entrante;Orden Servicios;96554142;195;26/07/1993;26/07/1993;7;servicios profesionales;888-545474;Museum/gallery conservator;40824145;email@example.com;Meganhaven;usa;0;Shelly Hunt;Jaclyn Roberts;steven49@example.org;2225 Dean Roads Apt. 887;USA;usd;95,38;0;0;0;0;0;0;95,38;credito;banco
Entrante;Orden Servicios;10696156;140;11/11/1986;11/11/1986;9;servicios profesionales;888-545474;Agricultural consultant;40824145;email@example.com;Weaverside;usa;0;Melanie Wilson DVM;Brooke Mcdonald;mdaniels@example.net;657 Adams Square;USA;usd;20,14;0;0;0;0;0;0;20,14;credito;banco
Entrante;Orden Servicios;1693805;187;06/08/2015;06/08/2015;4;servicios profesionales;888-545474;Records manager;40824145;email@example.com;Lake Vincent;usa;0;Shawn Wagner;Michael Clay;smithaaron@example.org;918 Long Way Apt. 563;USA;usd;46;0;0;0;0;0;0;46;credito;banco
Entrante;Orden Servicios;12633524;106;10/03/2016;10/03/2016;9;servicios profesionales;888-545474;Scientist, forensic;40824145;email@example.com;Melissaport;usa;0;Lindsay Ruiz;Jennifer Galloway;evansandrew@example.com;045 Wong Greens;USA;usd;17,02;0;0;0;0;0;0;17,02;credito;banco
Entrante;Orden Servicios;15701282;132;17/11/1996;17/11/1996;9;servicios profesionales;888-545474;Chief Marketing Officer;40824145;email@example.com;South Angelaborough;usa;0;Courtney Paul;Gregory Mills;seanknox@example.net;47516 Aaron Shoal Suite 117;USA;usd;92,55;0;0;0;0;0;0;92,55;credito;banco
Entrante;Orden Servicios;81311576;139;16/03/1990;16/03/1990;6;servicios profesionales;888-545474;Administrator, charities/voluntary organisations;40824145;email@example.com;Calhounburgh;usa;0;Sherry Wood;Kimberly Miller;aparks@example.com;66909 Gamble Vista;USA;usd;53,52;0;0;0;0;0;0;53,52;credito;banco
Entrante;Orden Servicios;80340256;166;08/04/1990;08/04/1990;9;servicios profesionales;888-545474;Acupuncturist;40824145;email@example.com;East Stephanie;usa;0;Seth Dean;Taylor Gibson;molinakristina@example.com;3924 Brittany Forges Apt. 855;USA;usd;38,46;0;0;0;0;0;0;38,46;credito;banco
Entrante;Orden Servicios;61294349;101;27/09/1975;27/09/1975;5;servicios profesionales;888-545474;Chief Executive Officer;40824145;email@example.com;Jasonchester;usa;0;George Rios;Dana Evans;eharper@example.net;84936 Kimberly Trace;USA;usd;86,74;0;0;0;0;0;0;86,74;credito;banco
Entrante;Orden Servicios;15971098;113;17/12/1981;17/12/1981;8;servicios profesionales;888-545474;Primary school teacher;40824145;email@example.com;Lake Devon;usa;0;Cody Collier;Sergio Foster;mendezkathleen@example.com;586 Alexander Hollow;USA;usd;32,47;0;0;0;0;0;0;32,47;credito;banco
Entrante;Orden Servicios;99438432;178;31/05/2000;31/05/2000;6;servicios profesionales;888-545474;Special effects artist;40824145;email@example.com;Jessicachester;usa;0;Kelly Lewis;Scott Olson;johnsjulie@example.net;49668 Kimberly Station Apt. 702;USA;usd;5,19;0;0;0;0;0;0;5,19;credito;banco
Entrante;Orden Servicios;15020765;104;22/12/2004;22/12/2004;4;servicios profesionales;888-545474;Pharmacologist;40824145;email@example.com;North Nicholeshire;usa;0;Sarah Benson;David Newman;carmenwelch@example.net;7321 Mason Squares Apt. 860;USA;usd;88,38;0;0;0;0;0;0;88,38;credito;banco
Entrante;Orden Servicios;33692326;188;16/09/1990;16/09/1990;5;servicios profesionales;888-545474;Programmer, multimedia;40824145;email@example.com;Lake Richardmouth;usa;0;Joseph Rogers;Kevin Baker DDS;sthomas@example.org;9486 Cheryl Lake;USA;usd;25,96;0;0;0;0;0;0;25,96;credito;banco
Entrante;Orden Servicios;40516899;111;12/08/2010;12/08/2010;5;servicios profesionales;888-545474;Firefighter;40824145;email@example.com;North Angela;usa;0;Kimberly Garcia;Jessica Walters;alexandriataylor@example.com;99728 Collins Bypass;USA;usd;24,02;0;0;0;0;0;0;24,02;credito;banco
Entrante;Orden Servicios;25159813;116;05/08/1979;05/08/1979;8;servicios profesionales;888-545474;Surveyor, hydrographic;40824145;email@example.com;New Steven;usa;0;Norman Kennedy;Trevor Green;kathy87@example.com;80453 Olson Parkway Apt. 753;USA;usd;72,66;0;0;0;0;0;0;72,66;credito;banco
Entrante;Orden Servicios;32940008;163;10/02/1974;10/02/1974;4;servicios profesionales;888-545474;Research scientist (maths);40824145;email@example.com;Tracyville;usa;0;Casey Stanton;Jennifer Terry;crystalwilliams@example.com;92483 Thomas Camp Suite 412;USA;usd;98,04;0;0;0;0;0;0;98,04;credito;banco
